date,term_days,demand_volume,placement_volume,cutoff_rate,avg_rate
2014-03-18,7,2586556.2,2586556.2,7.0,7.0856
2014-03-24,1,120919.4,120919.4,7.0002,7.2845
2014-03-25,1,205799.0,205799.0,7.0,7.0638
2014-03-25,7,2757265.1,2757265.1,7.0,7.0459
2014-03-26,1,152322.9,152322.9,7.0,7.0779
2014-03-27,1,234379.3,200000.0,7.0,7.0576
2014-03-28,3,282625.5,282625.5,7.0,7.0411
2014-03-31,1,198448.9,198448.9,7.0,7.0733
2014-04-01,7,2868853.8,2868853.8,7.0,7.0448
2014-04-01,1,324596.7,210000.0,7.0006,7.0749
2014-04-08,7,3030048.2,3010000.0,7.0,7.0379
2014-04-15,7,3114992.8,2800000.0,7.041,7.0773
2014-04-21,2,324848.4,290000.0,7.0,7.105
2014-04-22,7,3163667.2,3163667.2,7.0,7.0446
2014-04-28,2,118420.0,118420.0,7.5,7.5812
2014-04-29,7,3148207.7,3148207.7,7.5,7.5461
2014-05-06,7,3286274.6,3286274.6,7.5,7.543
2014-05-13,7,3118970.0,2950000.0,7.5001,7.5716
2014-05-20,1,196297.5,196297.5,7.5,7.5984
2014-05-20,7,3144980.0,3144980.0,7.5,7.551
2014-05-27,7,2773578.3,2773578.3,7.5,7.5613
2014-06-03,7,2366405.6,2366405.6,7.5,7.563
2014-06-10,7,2388484.4,2388484.4,7.5,7.5725
2014-06-17,7,2570960.3,2480000.0,7.5,7.5673
2014-06-24,7,2567174.9,2567174.9,7.5,7.5573
2014-07-01,7,2648655.4,2250000.0,7.55,7.5866
2014-07-08,7,2533198.5,2450000.0,7.55,7.5892
2014-07-15,7,2703206.9,2703206.9,7.5,7.5739
2014-07-21,2,50229.8,50229.8,7.5,7.6443
2014-07-22,1,115366.1,115366.1,7.5,7.566
2014-07-22,7,2887954.9,2887954.9,7.5,7.5671
2014-07-28,2,67812.6,67812.6,8.0,8.0671
2014-07-29,7,2741524.8,2680000.0,8.0,8.0838
2014-08-05,7,2357608.8,2290000.0,8.0,8.0831
2014-08-12,7,2617569.3,2340000.0,8.06,8.0904
2014-08-19,7,2579496.5,2579496.5,8.0,8.097
2014-08-26,7,2521065.0,2410000.0,8.0,8.0823
2014-09-02,7,2171052.9,2100000.0,8.0008,8.0995
2014-09-09,7,2293356.0,2250000.0,8.035,8.0858
2014-09-16,7,2556103.1,2150000.0,8.081,8.1178
2014-09-18,6,421723.0,150000.0,8.19,8.3988
2014-09-23,7,2624206.5,2400000.0,8.1,8.1618
2014-09-30,7,2094891.7,1830000.0,8.07,8.3173
2014-10-07,7,2036323.7,1990000.0,8.0607,8.1677
2014-10-13,2,237848.1,220000.0,8.05,8.077
2014-10-14,7,2498662.5,2380000.0,8.05,8.1211
2014-10-17,3,337300.3,300000.0,8.05,8.1183
2014-10-20,2,398370.2,320000.0,8.1,8.1284
2014-10-21,7,2769228.9,2769228.9,8.0002,8.1338
2014-10-27,2,120329.0,120329.0,8.0,8.0744
2014-10-28,7,2881071.3,2881071.3,8.0,8.0993
2014-10-31,7,3104367.3,2850000.0,8.0701,8.1326
2014-11-11,7,3014376.5,2695000.0,9.6,9.6931
2014-11-18,7,3078915.0,2690000.0,9.6601,9.7191
2014-11-25,1,509987.4,200000.0,10.05,10.1037
2014-11-25,7,3345388.8,2790000.0,9.8015,9.9392
2014-12-02,7,3067232.7,2770000.0,9.5,9.8781
2014-12-09,7,3406826.2,3210000.0,9.671,9.9776
2014-12-16,7,3101253.8,3101253.8,17.0,17.3901
2014-12-17,1,237227.8,150000.0,17.0,17.4883
2014-12-19,3,487731.3,487731.3,17.0,17.1264
2014-12-22,1,368828.6,368828.6,17.0,17.1215
2014-12-23,1,332243.4,332243.4,17.0,17.1513
2014-12-23,6,3003298.4,3003298.4,17.0,17.2505
2014-12-24,1,167639.3,167639.3,17.0,17.0922
2014-12-25,1,187627.6,187627.6,17.0,17.047
2014-12-26,3,215646.1,215646.1,17.0,17.0628
2014-12-29,1,257503.6,230000.0,17.0001,17.2022
2014-12-30,15,2715180.0,2690000.0,17.0,17.356
2015-01-13,7,2872191.8,2450000.0,17.0,17.3014
2015-01-20,7,2635885.1,2200000.0,17.2101,17.3989
2015-01-27,7,2531404.1,2070000.0,17.2,17.4435
2015-02-03,7,1870012.1,1300000.0,15.4731,15.6027
2015-02-10,7,2103513.4,1200000.0,15.61,15.7314
2015-02-17,7,1754201.0,1450000.0,15.6102,15.7162
2015-02-24,7,1694995.7,1430000.0,15.651,15.7404
2015-03-03,7,1745235.7,1330000.0,15.73,15.7768
2015-03-10,7,1501031.7,1350000.0,15.0002,15.7224
2015-03-17,7,1666406.8,1450000.0,14.11,14.4327
2015-03-19,1,422203.3,170000.0,14.3102,14.5026
2015-03-24,7,1719094.0,1570000.0,14.2003,14.3721
2015-03-26,1,437958.9,180000.0,14.45,14.513
2015-03-30,2,445193.4,340000.0,14.1003,14.361
2015-03-31,7,1695123.9,1650000.0,14.241,14.3806
2015-04-07,7,1451899.7,1451899.7,14.0,14.2557
2015-04-14,7,2085039.7,2060000.0,14.021,14.2231
2015-04-20,2,371198.0,230000.0,14.2055,14.3658
2015-04-21,7,2361341.2,2360000.0,14.0199,14.2354
2015-04-27,2,101562.8,101562.8,14.0,14.2019
2015-04-28,7,2127797.9,2127797.9,14.0,14.1756
2015-04-29,1,133954.5,133954.5,14.0,14.1337
2015-05-05,7,2241441.1,2241441.1,12.5,12.6646
2015-05-12,7,1881706.5,1620000.0,12.5,12.7163
2015-05-19,7,2253047.7,2170000.0,12.55,12.6662
2015-05-26,7,2155588.9,1780000.0,12.604,12.7179
2015-06-02,7,1941187.3,1290000.0,12.737,12.8281
2015-06-05,3,608585.8,200000.0,12.93,13.024
2015-06-08,1,680075.9,260000.0,13.01,13.0735
2015-06-09,7,1979762.8,1580000.0,12.805,12.8966
2015-06-16,7,2193264.4,1700000.0,11.8512,11.9081
2015-06-23,7,2046234.6,1570000.0,11.9407,12.0137
2015-06-30,7,1996911.5,1450000.0,12.03,12.1121
2015-07-07,7,1521823.2,1370000.0,11.7501,12.044
2015-07-14,7,1635167.2,1230000.0,11.973,12.0619
2015-07-21,7,1861521.9,1620000.0,11.9501,12.0342
2015-07-28,7,1645580.9,1590000.0,11.7501,12.0098
2015-08-04,7,1250906.3,1120000.0,11.2701,11.5412
2015-08-11,7,1082051.1,900000.0,11.451,11.5813
2015-08-18,7,1335947.9,1080000.0,11.2501,11.5668
2015-08-25,7,1483815.5,1230000.0,11.2503,11.4867
2015-09-01,7,1053952.1,730000.0,11.4876,11.612
2015-09-08,7,1041523.9,950000.0,11.0003,11.5711
2015-09-15,7,1691730.6,1100000.0,11.4977,11.595
2015-09-22,7,1731836.2,1440000.0,11.513,11.6324
2015-09-29,7,1416074.8,910000.0,11.651,11.7308
2015-10-06,7,1098848.3,730000.0,11.6095,11.7666
2015-10-13,7,1361042.0,1030000.0,11.6036,11.7024
2015-10-20,7,1589607.4,1160000.0,11.6443,11.7315
2015-10-27,8,1471723.9,1090000.0,11.62,11.718
2015-11-03,6,1205829.4,570000.0,11.7855,11.8557
2015-11-10,7,1231950.6,770000.0,11.5111,11.7838
2015-11-17,7,1708273.6,990000.0,11.65,11.7681
2015-11-24,7,1350818.5,950000.0,11.6705,11.7731
2015-12-01,7,1085267.2,550000.0,11.8026,11.8442
2015-12-08,7,1438041.9,750000.0,11.7946,11.8434
2015-12-15,7,1482140.9,1000000.0,11.7998,11.8405
2015-12-22,7,1315514.2,1315514.2,11.0,11.808
2015-12-29,14,1442081.6,1442081.6,11.0,11.6007
2016-01-12,7,1853763.6,840000.0,11.821,11.8556
2016-01-19,7,1252322.1,620000.0,11.8681,11.9073
2016-01-26,7,893340.1,770000.0,11.8587,11.914
2016-02-02,7,392464.8,100000.0,12.0,12.0039
2016-02-09,7,473571.1,380000.0,11.0,11.7468
2016-02-16,7,960208.1,540000.0,11.2727,11.4951
2016-02-20,7,845898.0,490000.0,11.506,11.6209
2016-03-01,7,952282.3,430000.0,11.6126,11.6856
2016-03-04,7,837626.8,440000.0,11.7078,11.7805
2016-03-15,7,963782.6,670000.0,11.2828,11.6965
2016-03-22,7,1007439.8,800000.0,11.0991,11.5334
2016-03-29,7,962049.6,660000.0,11.428,11.5995
2016-04-05,7,579331.1,220000.0,11.737,11.8466
2016-04-12,7,457157.0,250000.0,11.4004,11.7253
2016-04-19,7,701234.0,540000.0,11.066,11.3512
2016-04-26,7,431064.2,431064.2,11.01,11.3323
2016-04-29,7,425945.1,410000.0,11.0202,11.2924
2016-05-10,7,426394.3,210000.0,11.25,11.4927
2016-05-17,7,864209.0,430000.0,11.2552,11.4623
2016-05-24,7,806093.8,610000.0,11.2877,11.4731
2016-05-31,7,643555.5,150000.0,11.86,11.9505
2016-06-07,7,453190.8,180000.0,11.76,11.9321
2016-06-14,7,559568.7,150000.0,11.356,11.4529
2016-06-21,7,751358.0,360000.0,11.11,11.2432
2016-06-28,7,620366.8,370000.0,11.12,11.264
2016-07-05,7,344457.2,100000.0,11.46,11.5018
2016-07-12,7,430405.9,120000.0,11.4903,11.5119
2016-07-19,7,529253.4,529253.4,10.51,10.8696
2016-07-26,7,828729.3,480000.0,10.6336,10.8308
2016-08-02,7,138782.5,10000.0,11.61,11.6959
2016-08-16,7,413297.2,100000.0,11.41,11.4815
2016-08-23,7,517035.6,320000.0,10.63,10.9585
2016-09-20,7,626378.4,620000.0,10.01,10.2052
2017-01-30,2,541127.0,270000.0,10.1801,10.232
2020-03-10,1,592355.7,500000.0,6.0102,6.039
2020-03-13,3,79958.0,79958.0,6.025,6.1512
2020-03-19,1,250180.1,250180.1,6.0,6.0493
2020-03-30,7,734183.8,500000.0,6.0118,6.1643
2020-03-31,6,368892.3,368892.3,6.0,6.0033
2020-04-06,2,424706.8,424706.8,6.0,6.132
2020-04-24,3,153926.6,153926.6,6.0,6.0021
2020-04-27,2,597358.8,500000.0,5.5,5.5019
2020-04-30,6,962054.3,500000.0,5.5501,5.5901
2020-05-06,6,779845.0,779845.0,5.5,5.5126
2020-06-22,365,5100.0,5100.0,4.75,4.75
2020-10-12,364,20010.0,20010.0,4.5,4.5
2020-10-12,28,600010.0,600010.0,4.35,4.35
2020-11-09,28,1200020.0,1200020.0,4.35,4.35
2020-12-07,364,10525.7,10525.7,4.5,4.7123
2020-12-07,35,806845.0,806845.0,4.35,4.3501
2021-01-11,364,10310.0,10310.0,4.5,4.5
2021-01-11,35,1102156.3,1102156.3,4.35,4.35
2021-02-15,35,50010.0,50010.0,4.35,4.35
2021-03-22,28,50010.0,50010.0,4.6,4.6
2021-03-22,364,5166.1,5166.1,4.75,4.9032
2021-04-19,28,360270.1,100000.0,4.6,4.6
2021-04-19,364,1161.6,1161.6,4.75,4.75
2021-05-17,35,260000.0,100000.0,5.1,5.1
2021-06-21,28,210000.0,100000.0,5.6,5.6
2021-07-19,364,20.0,20.0,5.75,5.75
2021-07-19,28,403074.2,100000.0,5.8301,5.8303
2021-08-16,364,20.0,20.0,6.75,6.75
2021-08-16,28,280000.0,100000.0,6.6,6.603
2021-09-13,28,60000.0,60000.0,6.85,6.8517
2021-09-13,364,20.0,20.0,7.0,7.0
2021-10-11,364,20.0,20.0,7.0,7.0
2021-10-11,28,150000.0,100000.0,7.0,7.0825
2021-11-08,364,270.0,270.0,7.75,7.75
2021-11-08,28,200010.1,100000.0,7.6,7.6301
2021-12-06,35,302676.1,100000.0,7.8502,7.9252
2021-12-06,364,20.0,20.0,7.75,7.75
2022-01-10,364,100020.0,100000.0,8.77,8.7705
2022-01-10,35,30010.0,30010.0,8.6,8.9001
2022-02-14,35,100060.0,100000.0,9.9,9.9
2022-02-14,364,20.0,20.0,9.75,9.75
2022-02-24,1,874085.5,874085.5,9.5,9.7209
2022-02-25,3,1929161.6,1929161.6,9.5,9.5454
2022-02-28,1,3037544.9,3037544.9,20.0,20.0051
2022-03-01,1,2394983.5,2394983.5,20.0,20.0109
2022-03-01,7,4141630.2,4141630.2,20.0,20.0011
2022-03-03,1,513900.2,513900.2,20.0,20.0108
2022-03-04,5,678701.3,678701.3,20.0,20.0155
2022-03-09,7,3364277.4,3000000.0,20.0,20.0031
2022-03-09,1,1634617.8,1634617.8,20.0,20.0087
2022-03-10,1,2107634.0,2107634.0,20.0,20.0017
2022-03-11,3,1990318.4,1990318.4,20.0,20.0018
2022-03-14,1,2104271.1,2104271.1,20.0,20.0017
2022-03-15,1,2439210.3,2439210.3,20.0,20.0014
2022-03-15,7,4841392.9,3000000.0,20.03,20.0353
2022-03-16,1,2045150.4,2045150.4,20.0,20.0084
2022-03-17,1,1940310.0,1940310.0,20.0,20.0064
2022-03-18,3,1964966.9,1964966.9,20.0,20.0034
2022-03-21,1,1709713.3,1709713.3,20.0,20.0042
2022-03-21,28,11158.6,11158.6,20.1,20.1557
2022-03-21,364,10167.4,10167.4,20.25,20.2537
2022-03-22,7,3514655.2,3514655.2,20.0,20.0277
2022-03-22,1,1401382.0,1401382.0,20.0,20.0048
2022-03-23,1,796122.2,796122.2,20.0,20.029
2022-03-24,1,413894.7,413894.7,20.0,20.0092
2022-03-25,3,622758.1,622758.1,20.0,20.0011
2022-03-28,1,823961.7,823961.7,20.0,20.0051
2022-03-29,1,534188.0,534188.0,20.0,20.0101
2022-03-29,7,1480506.8,1480506.8,20.0,20.0154
2022-03-30,1,1124446.8,1000000.0,20.02,20.021
2022-03-31,1,727327.5,727327.5,20.0,20.0063
2022-04-01,3,310786.0,310786.0,20.0,20.0016
2022-04-04,1,308896.4,308896.4,20.0,20.0005
2022-04-05,7,1603511.8,1500000.0,20.0,20.017
2022-04-05,1,209543.3,209543.3,20.0,20.0008
2022-04-12,7,1729175.9,760000.0,17.08,17.109
2022-04-18,364,7040.3,7040.3,17.25,17.25
2022-04-18,28,20.0,20.0,17.1,17.1
2022-04-19,7,1187114.3,1187114.3,17.0,17.0297
2022-04-26,7,689173.8,689173.8,17.0,17.0311
2022-05-04,7,1316836.0,550000.0,14.15,14.1891
2022-05-11,7,624221.0,200000.0,14.3,14.313
2022-05-16,35,198000.0,100000.0,14.1,14.1
2022-05-16,364,1192.8,1192.8,14.25,14.25
2022-06-20,28,100010.0,100000.0,9.6,9.6
2022-06-20,364,33.5,33.5,9.75,9.75
2022-07-18,364,1020.0,1020.0,9.75,9.75
2022-07-18,28,20.0,20.0,9.6,9.6
2022-08-15,364,310.0,310.0,8.25,8.25
2022-08-15,28,3420.0,3420.0,8.1,8.1471
2022-09-12,364,101010.0,100000.0,8.25,8.2501
2022-09-12,28,20.0,20.0,8.1,8.1
2022-10-10,364,100710.0,100000.0,7.75,7.7501
2022-10-10,28,200000.0,100000.0,7.6001,7.6002
2022-11-07,28,1391999.8,1391999.8,7.6,7.6
2022-11-07,371,108630.4,100000.0,7.75,7.751
2022-12-05,35,1000000.0,1000000.0,7.6,7.6
2022-12-05,371,100510.0,100000.0,7.75,7.7501
2023-01-09,371,100010.0,100000.0,7.75,7.75
2023-01-09,35,1900000.0,1500000.0,7.6001,7.6047
2023-02-13,364,105510.0,100000.0,7.75,7.75
2023-02-13,35,1300000.0,1000000.0,7.6,7.6
2023-03-20,364,107010.0,100000.0,7.75,7.75
2023-03-20,28,1500000.0,1000000.0,7.6,7.6
2023-04-17,364,109010.0,100000.0,7.75,7.75
2023-04-17,28,851475.6,851475.6,7.6,7.6
2023-05-15,35,500000.0,500000.0,7.6,7.6
2023-05-15,364,100010.0,100000.0,7.75,7.75
2023-12-11,35,200000.0,100000.0,15.15,15.15
2024-11-25,21,51010.0,51010.0,21.1,21.5235
2024-12-09,35,850000.0,850000.0,21.1,21.1001
2024-12-16,35,319514.9,319514.9,21.1,21.1498
2024-12-23,35,208980.2,208980.2,21.1,21.1011
2025-01-13,21,850000.0,850000.0,21.1,21.1
2025-01-20,21,450000.0,300000.0,21.21,21.21
2025-01-27,21,200010.5,200000.0,21.16,21.16
2025-02-03,21,900000.0,550000.0,21.1,21.1
2025-02-10,21,300000.0,200000.0,21.101,21.101
2025-02-17,21,300000.0,100000.0,21.11,21.11
2025-02-24,21,750000.0,250000.0,21.31,21.31
2025-03-03,21,300000.0,100000.0,21.5001,21.5001
2025-03-27,4,2595268.4,1500000.0,21.0002,21.2404
2025-04-07,2,1943150.7,810000.0,21.36,21.4357
2025-04-15,7,4133040.8,1770000.0,21.1167,21.243
2025-04-22,7,2290037.8,900000.0,21.2285,21.2682
2025-04-29,7,530100.8,200000.0,21.16,21.3071
2025-05-06,7,1998267.6,880000.0,21.0901,21.1519
2025-05-13,7,2168262.5,1040000.0,21.0923,21.1499
2025-05-20,7,2154889.6,866203.2,21.2127,21.2553
2025-05-27,7,614194.6,200000.0,21.2632,21.2831
2025-06-03,7,1441900.7,620000.0,21.1526,21.2077
2025-06-10,7,2124934.0,920000.0,20.1601,20.2095
2025-06-17,7,2317163.7,1020000.0,20.2049,20.2298
2025-06-24,7,2427348.2,1090000.0,20.2122,20.2312
2025-07-01,7,2251474.9,1020000.0,20.2223,20.2415
2025-07-08,7,1222186.8,1010000.0,20.2332,20.2391
2025-07-15,7,706379.9,706379.9,20.0017,20.0193
2025-07-22,7,685544.8,685544.8,20.0,20.002
2025-07-29,7,3977171.4,2160000.0,18.5532,18.6072
2025-08-05,7,2545131.5,1600000.0,18.0317,18.3029
2025-08-12,7,1301498.7,500000.0,18.3407,18.4893
2025-08-19,7,644023.2,310000.0,18.1117,18.2385
2025-08-26,7,786520.8,450000.0,18.1331,18.1799
2025-09-02,7,728401.9,560000.0,18.1121,18.1566
2025-09-09,1,860011.0,850000.0,18.0009,18.0009
2025-09-09,7,747044.5,747044.5,18.0,18.0318
2025-09-16,7,1874301.5,1330000.0,17.0517,17.1198
2025-09-23,7,1712668.7,1300000.0,17.0517,17.1132
2025-09-30,7,2270130.7,1490000.0,17.0517,17.1258
2025-10-07,7,2542326.6,1460000.0,17.0701,17.1158
2025-10-14,7,1318691.2,990000.0,17.08,17.1268
2025-10-21,7,726511.6,590000.0,17.0017,17.0563
2025-10-28,7,2772899.0,1680000.0,16.5016,16.6101
2025-11-05,7,3131869.5,2120000.0,16.5016,16.5274
2025-11-11,1,879820.2,850000.0,16.5016,16.5058
2025-11-11,7,3526649.2,2310000.0,16.5016,16.5199
2025-11-18,7,4560823.8,2830000.0,16.5016,16.5181
2025-11-25,7,4511705.7,2850000.0,16.5016,16.5174
2025-12-02,7,4938932.1,3270000.0,16.5005,16.5124
2025-12-09,7,4792798.4,3180000.0,16.5,16.5083
2025-12-16,7,4337875.6,3420000.0,16.5,16.5023
2025-12-23,6,6419184.7,3630000.0,16.0016,16.0926
2025-12-30,15,5287601.6,4700000.0,16.1102,16.2045
2026-01-13,7,4959156.8,3310000.0,16.0016,16.0575
2026-01-20,7,4855523.6,3230000.0,16.0016,16.0267
2026-01-27,7,4699245.1,3380000.0,16.1116,16.1121
2026-02-03,7,3414035.5,2760000.0,16.0016,16.0303
2026-02-10,7,3740225.2,3230000.0,16.0,16.0234
2026-02-10,1,1450001.0,1450000.0,16.0016,16.0016
2026-02-17,7,3862378.7,3160000.0,15.5015,15.5196
2026-02-24,7,4518629.1,3190000.0,15.5015,15.5279
2026-03-03,7,4181973.3,2990000.0,15.5015,15.5207
2026-03-10,7,5019856.8,3660000.0,15.5,15.5144
2026-03-10,1,3100000.0,3080000.0,15.5015,15.5069
2026-03-17,7,4753070.7,4180000.0,15.5,15.5082
2026-03-24,7,6461382.9,4090000.0,15.0015,15.0471
2026-03-31,7,5896230.3,4220000.0,15.0015,15.0319
2026-04-07,7,6198663.5,4610000.0,15.0015,15.0151
2026-04-14,1,310105.9,310000.0,15.0015,15.0015
2026-04-14,7,5225511.4,4330000.0,15.0,15.013
2026-04-21,7,5175118.1,4480000.0,15.0,15.0114
2026-04-28,7,6937777.9,4590000.0,14.5014,14.5494
2026-05-05,7,5427593.6,4130000.0,14.5014,14.5141
2026-05-12,7,5994956.8,4780000.0,14.5014,14.5112
2026-05-19,7,5721498.4,4410000.0,14.5014,14.5124
